text,label,tokens,num_tokens,unique_tokens,lexical_density,clean_text,tokens_clean,num_tokens_clean,unique_tokens_clean,lexical_density_clean
What is relative humidity ?,0,"['what', 'is', 'relative', 'humidity']",4,4,1.0,relative humidity,"['relative', 'humidity']",2,2,1.0
What city has the zip code of 35824 ?,4,"['what', 'city', 'has', 'the', 'zip', 'code', 'of', '35824']",8,8,1.0,city zip code,"['city', 'zip', 'code']",3,3,1.0
What currency is used in Algeria ?,1,"['what', 'currency', 'is', 'used', 'in', 'algeria']",6,6,1.0,currency algeria,"['currency', 'algeria']",2,2,1.0
Who invented the hula hoop ?,3,"['who', 'invented', 'the', 'hula', 'hoop']",5,5,1.0,invent hula hoop,"['invent', 'hula', 'hoop']",3,3,1.0
What was the most popular toy in 1957 ?,1,"['what', 'was', 'the', 'most', 'popular', 'toy', 'in', '1957']",8,8,1.0,popular toy,"['popular', 'toy']",2,2,1.0
What is pastrami made of ?,1,"['what', 'is', 'pastrami', 'made', 'of']",5,5,1.0,pastrami,['pastrami'],1,1,1.0
What is the name of the satellite that the Soviet Union sent into space in 1957 ?,1,"['what', 'is', 'the', 'name', 'of', 'the', 'satellite', 'that', 'the', 'soviet', 'union', 'sent', 'into', 'space', 'in', '1957']",16,14,0.875,satellite soviet union send space,"['satellite', 'soviet', 'union', 'send', 'space']",5,5,1.0
What city 's newspaper is called `` The Enquirer '' ?,4,"['what', 'city', 's', 'newspaper', 'is', 'called', 'the', 'enquirer']",8,8,1.0,city newspaper call enquirer,"['city', 'newspaper', 'call', 'enquirer']",4,4,1.0
Who invented the slinky ?,3,"['who', 'invented', 'the', 'slinky']",4,4,1.0,invent slinky,"['invent', 'slinky']",2,2,1.0
What are the animals that don 't have backbones called ?,1,"['what', 'are', 'the', 'animals', 'that', 'don', 't', 'have', 'backbones', 'called']",10,10,1.0,animal backbone call,"['animal', 'backbone', 'call']",3,3,1.0
What is the melting point of copper ?,5,"['what', 'is', 'the', 'melting', 'point', 'of', 'copper']",7,7,1.0,melt point copper,"['melt', 'point', 'copper']",3,3,1.0
Where is the volcano Olympus Mons located ?,4,"['where', 'is', 'the', 'volcano', 'olympus', 'mons', 'located']",7,7,1.0,volcano olympus mon locate,"['volcano', 'olympus', 'mon', 'locate']",4,4,1.0
Who was the 23rd president of the United States ?,3,"['who', 'was', 'the', '23rd', 'president', 'of', 'the', 'united', 'states']",9,8,0.8888888888888888,president united states,"['president', 'united', 'states']",3,3,1.0
What is the average body temperature ?,5,"['what', 'is', 'the', 'average', 'body', 'temperature']",6,6,1.0,average body temperature,"['average', 'body', 'temperature']",3,3,1.0
What does a defibrillator do ?,0,"['what', 'does', 'a', 'defibrillator', 'do']",5,5,1.0,defibrillator,['defibrillator'],1,1,1.0
What is the effect of acid rain ?,0,"['what', 'is', 'the', 'effect', 'of', 'acid', 'rain']",7,7,1.0,effect acid rain,"['effect', 'acid', 'rain']",3,3,1.0
What year did the United States abolish the draft ?,5,"['what', 'year', 'did', 'the', 'united', 'states', 'abolish', 'the', 'draft']",9,8,0.8888888888888888,year united states abolish draft,"['year', 'united', 'states', 'abolish', 'draft']",5,5,1.0
How fast is the speed of light ?,5,"['how', 'fast', 'is', 'the', 'speed', 'of', 'light']",7,7,1.0,fast speed light,"['fast', 'speed', 'light']",3,3,1.0
What province is Montreal in ?,4,"['what', 'province', 'is', 'montreal', 'in']",5,5,1.0,province montreal,"['province', 'montreal']",2,2,1.0
What New York City structure is also known as the Twin Towers ?,4,"['what', 'new', 'york', 'city', 'structure', 'is', 'also', 'known', 'as', 'the', 'twin', 'towers']",12,12,1.0,new york city structure know twin tower,"['new', 'york', 'city', 'structure', 'know', 'twin', 'tower']",7,7,1.0
What is fungus ?,0,"['what', 'is', 'fungus']",3,3,1.0,fungus,['fungus'],1,1,1.0
What is the most frequently spoken language in the Netherlands ?,1,"['what', 'is', 'the', 'most', 'frequently', 'spoken', 'language', 'in', 'the', 'netherlands']",10,9,0.9,frequently speak language netherland,"['frequently', 'speak', 'language', 'netherland']",4,4,1.0
What is sodium chloride ?,0,"['what', 'is', 'sodium', 'chloride']",4,4,1.0,sodium chloride,"['sodium', 'chloride']",2,2,1.0
What are the spots on dominoes called ?,1,"['what', 'are', 'the', 'spots', 'on', 'dominoes', 'called']",7,7,1.0,spot domino call,"['spot', 'domino', 'call']",3,3,1.0
How many pounds in a ton ?,5,"['how', 'many', 'pounds', 'in', 'a', 'ton']",6,6,1.0,pound ton,"['pound', 'ton']",2,2,1.0
What is influenza ?,0,"['what', 'is', 'influenza']",3,3,1.0,influenza,['influenza'],1,1,1.0
What is ozone depletion ?,0,"['what', 'is', 'ozone', 'depletion']",4,4,1.0,ozone depletion,"['ozone', 'depletion']",2,2,1.0
What year was the Mona Lisa painted ?,5,"['what', 'year', 'was', 'the', 'mona', 'lisa', 'painted']",7,7,1.0,year mona lisa paint,"['year', 'mona', 'lisa', 'paint']",4,4,1.0
What does `` Sitting Shiva '' mean ?,0,"['what', 'does', 'sitting', 'shiva', 'mean']",5,5,1.0,sit shiva mean,"['sit', 'shiva', 'mean']",3,3,1.0
"What is the electrical output in Madrid , Spain ?",1,"['what', 'is', 'the', 'electrical', 'output', 'in', 'madrid', 'spain']",8,8,1.0,electrical output madrid spain,"['electrical', 'output', 'madrid', 'spain']",4,4,1.0
Which mountain range in North America stretches from Maine to Georgia ?,4,"['which', 'mountain', 'range', 'in', 'north', 'america', 'stretches', 'from', 'maine', 'to', 'georgia']",11,11,1.0,mountain range north america stretch maine georgia,"['mountain', 'range', 'north', 'america', 'stretch', 'maine', 'georgia']",7,7,1.0
What is plastic made of ?,1,"['what', 'is', 'plastic', 'made', 'of']",5,5,1.0,plastic,['plastic'],1,1,1.0
What is the population of Nigeria ?,5,"['what', 'is', 'the', 'population', 'of', 'nigeria']",6,6,1.0,population nigeria,"['population', 'nigeria']",2,2,1.0
What does your spleen do ?,0,"['what', 'does', 'your', 'spleen', 'do']",5,5,1.0,spleen,['spleen'],1,1,1.0
Where is the Grand Canyon ?,4,"['where', 'is', 'the', 'grand', 'canyon']",5,5,1.0,grand canyon,"['grand', 'canyon']",2,2,1.0
Who invented the telephone ?,3,"['who', 'invented', 'the', 'telephone']",4,4,1.0,invent telephone,"['invent', 'telephone']",2,2,1.0
What year did the U.S. buy Alaska ?,5,"['what', 'year', 'did', 'the', 'u', 's', 'buy', 'alaska']",8,8,1.0,year buy alaska,"['year', 'buy', 'alaska']",3,3,1.0
What is the name of the leader of Ireland ?,3,"['what', 'is', 'the', 'name', 'of', 'the', 'leader', 'of', 'ireland']",9,7,0.7777777777777778,leader ireland,"['leader', 'ireland']",2,2,1.0
What is phenylalanine ?,0,"['what', 'is', 'phenylalanine']",3,3,1.0,phenylalanine,['phenylalanine'],1,1,1.0
How many gallons of water are there in a cubic foot ?,5,"['how', 'many', 'gallons', 'of', 'water', 'are', 'there', 'in', 'a', 'cubic', 'foot']",11,11,1.0,gallon water cubic foot,"['gallon', 'water', 'cubic', 'foot']",4,4,1.0
What are the two houses of the Legislative branch ?,1,"['what', 'are', 'the', 'two', 'houses', 'of', 'the', 'legislative', 'branch']",9,8,0.8888888888888888,house legislative branch,"['house', 'legislative', 'branch']",3,3,1.0
What is sonar ?,0,"['what', 'is', 'sonar']",3,3,1.0,sonar,['sonar'],1,1,1.0
"In Poland , where do most people live ?",4,"['in', 'poland', 'where', 'do', 'most', 'people', 'live']",7,7,1.0,poland people live,"['poland', 'people', 'live']",3,3,1.0
What is phosphorus ?,0,"['what', 'is', 'phosphorus']",3,3,1.0,phosphorus,['phosphorus'],1,1,1.0
What is the location of the Sea of Tranquility ?,4,"['what', 'is', 'the', 'location', 'of', 'the', 'sea', 'of', 'tranquility']",9,7,0.7777777777777778,location sea tranquility,"['location', 'sea', 'tranquility']",3,3,1.0
How fast is sound ?,5,"['how', 'fast', 'is', 'sound']",4,4,1.0,fast sound,"['fast', 'sound']",2,2,1.0
What French province is cognac produced in ?,4,"['what', 'french', 'province', 'is', 'cognac', 'produced', 'in']",7,7,1.0,french province cognac produce,"['french', 'province', 'cognac', 'produce']",4,4,1.0
What is Valentine 's Day ?,0,"['what', 'is', 'valentine', 's', 'day']",5,5,1.0,valentine day,"['valentine', 'day']",2,2,1.0
What causes gray hair ?,0,"['what', 'causes', 'gray', 'hair']",4,4,1.0,cause gray hair,"['cause', 'gray', 'hair']",3,3,1.0
What is hypertension ?,0,"['what', 'is', 'hypertension']",3,3,1.0,hypertension,['hypertension'],1,1,1.0
What is bandwidth ?,0,"['what', 'is', 'bandwidth']",3,3,1.0,bandwidth,['bandwidth'],1,1,1.0
What is the longest suspension bridge in the U.S. ?,4,"['what', 'is', 'the', 'longest', 'suspension', 'bridge', 'in', 'the', 'u', 's']",10,9,0.9,long suspension bridge,"['long', 'suspension', 'bridge']",3,3,1.0
What is a parasite ?,0,"['what', 'is', 'a', 'parasite']",4,4,1.0,parasite,['parasite'],1,1,1.0
What is home equity ?,0,"['what', 'is', 'home', 'equity']",4,4,1.0,home equity,"['home', 'equity']",2,2,1.0
What do meteorologists do ?,0,"['what', 'do', 'meteorologists', 'do']",4,3,0.75,meteorologist,['meteorologist'],1,1,1.0
What is the criterion for being legally blind ?,1,"['what', 'is', 'the', 'criterion', 'for', 'being', 'legally', 'blind']",8,8,1.0,criterion legally blind,"['criterion', 'legally', 'blind']",3,3,1.0
Who is the tallest man in the world ?,3,"['who', 'is', 'the', 'tallest', 'man', 'in', 'the', 'world']",8,7,0.875,tall man world,"['tall', 'man', 'world']",3,3,1.0
What are the twin cities ?,4,"['what', 'are', 'the', 'twin', 'cities']",5,5,1.0,twin city,"['twin', 'city']",2,2,1.0
What did Edward Binney and Howard Smith invent in 1903 ?,1,"['what', 'did', 'edward', 'binney', 'and', 'howard', 'smith', 'invent', 'in', '1903']",10,10,1.0,edward binney howard smith invent,"['edward', 'binney', 'howard', 'smith', 'invent']",5,5,1.0
What is the statue of liberty made of ?,1,"['what', 'is', 'the', 'statue', 'of', 'liberty', 'made', 'of']",8,7,0.875,statue liberty,"['statue', 'liberty']",2,2,1.0
What is pilates ?,0,"['what', 'is', 'pilates']",3,3,1.0,pilate,['pilate'],1,1,1.0
What planet is known as the `` red '' planet ?,4,"['what', 'planet', 'is', 'known', 'as', 'the', 'red', 'planet']",8,7,0.875,planet know red planet,"['planet', 'know', 'red', 'planet']",4,3,0.75
What is the depth of the Nile river ?,5,"['what', 'is', 'the', 'depth', 'of', 'the', 'nile', 'river']",8,7,0.875,depth nile river,"['depth', 'nile', 'river']",3,3,1.0
What is the colorful Korean traditional dress called ?,1,"['what', 'is', 'the', 'colorful', 'korean', 'traditional', 'dress', 'called']",8,8,1.0,colorful korean traditional dress call,"['colorful', 'korean', 'traditional', 'dress', 'call']",5,5,1.0
What is Mardi Gras ?,0,"['what', 'is', 'mardi', 'gras']",4,4,1.0,mardi gra,"['mardi', 'gra']",2,2,1.0
Mexican pesos are worth what in U.S. dollars ?,5,"['mexican', 'pesos', 'are', 'worth', 'what', 'in', 'u', 's', 'dollars']",9,9,1.0,mexican pesos worth dollar,"['mexican', 'pesos', 'worth', 'dollar']",4,4,1.0
Who was the first African American to play for the Brooklyn Dodgers ?,3,"['who', 'was', 'the', 'first', 'african', 'american', 'to', 'play', 'for', 'the', 'brooklyn', 'dodgers']",12,11,0.9166666666666666,african american play brooklyn dodger,"['african', 'american', 'play', 'brooklyn', 'dodger']",5,5,1.0
Who was the first Prime Minister of Canada ?,3,"['who', 'was', 'the', 'first', 'prime', 'minister', 'of', 'canada']",8,8,1.0,prime minister canada,"['prime', 'minister', 'canada']",3,3,1.0
How many Admirals are there in the U.S. Navy ?,5,"['how', 'many', 'admirals', 'are', 'there', 'in', 'the', 'u', 's', 'navy']",10,10,1.0,admiral navy,"['admiral', 'navy']",2,2,1.0
What instrument did Glenn Miller play ?,1,"['what', 'instrument', 'did', 'glenn', 'miller', 'play']",6,6,1.0,instrument glenn miller play,"['instrument', 'glenn', 'miller', 'play']",4,4,1.0
How old was Joan of Arc when she died ?,5,"['how', 'old', 'was', 'joan', 'of', 'arc', 'when', 'she', 'died']",9,9,1.0,old joan arc die,"['old', 'joan', 'arc', 'die']",4,4,1.0
What does the word fortnight mean ?,0,"['what', 'does', 'the', 'word', 'fortnight', 'mean']",6,6,1.0,word fortnight mean,"['word', 'fortnight', 'mean']",3,3,1.0
What is dianetics ?,0,"['what', 'is', 'dianetics']",3,3,1.0,dianetic,['dianetic'],1,1,1.0
What is the capital of Ethiopia ?,4,"['what', 'is', 'the', 'capital', 'of', 'ethiopia']",6,6,1.0,capital ethiopia,"['capital', 'ethiopia']",2,2,1.0
For how long is an elephant pregnant ?,5,"['for', 'how', 'long', 'is', 'an', 'elephant', 'pregnant']",7,7,1.0,long elephant pregnant,"['long', 'elephant', 'pregnant']",3,3,1.0
How did Janice Joplin die ?,0,"['how', 'did', 'janice', 'joplin', 'die']",5,5,1.0,janice joplin die,"['janice', 'joplin', 'die']",3,3,1.0
What is the primary language in Iceland ?,1,"['what', 'is', 'the', 'primary', 'language', 'in', 'iceland']",7,7,1.0,primary language iceland,"['primary', 'language', 'iceland']",3,3,1.0
What is the difference between AM radio stations and FM radio stations ?,0,"['what', 'is', 'the', 'difference', 'between', 'am', 'radio', 'stations', 'and', 'fm', 'radio', 'stations']",12,10,0.8333333333333334,difference radio station radio station,"['difference', 'radio', 'station', 'radio', 'station']",5,3,0.6
What is osteoporosis ?,0,"['what', 'is', 'osteoporosis']",3,3,1.0,osteoporosis,['osteoporosis'],1,1,1.0
Who was the first woman governor in the U.S. ?,3,"['who', 'was', 'the', 'first', 'woman', 'governor', 'in', 'the', 'u', 's']",10,9,0.9,woman governor,"['woman', 'governor']",2,2,1.0
What is peyote ?,0,"['what', 'is', 'peyote']",3,3,1.0,peyote,['peyote'],1,1,1.0
What is the esophagus used for ?,0,"['what', 'is', 'the', 'esophagus', 'used', 'for']",6,6,1.0,esophagus,['esophagus'],1,1,1.0
What is viscosity ?,0,"['what', 'is', 'viscosity']",3,3,1.0,viscosity,['viscosity'],1,1,1.0
What year did Oklahoma become a state ?,5,"['what', 'year', 'did', 'oklahoma', 'become', 'a', 'state']",7,7,1.0,year oklahoma state,"['year', 'oklahoma', 'state']",3,3,1.0
What is the abbreviation for Texas ?,2,"['what', 'is', 'the', 'abbreviation', 'for', 'texas']",6,6,1.0,abbreviation texas,"['abbreviation', 'texas']",2,2,1.0
What is a mirror made out of ?,1,"['what', 'is', 'a', 'mirror', 'made', 'out', 'of']",7,7,1.0,mirror,['mirror'],1,1,1.0
Where on the body is a mortarboard worn ?,4,"['where', 'on', 'the', 'body', 'is', 'a', 'mortarboard', 'worn']",8,8,1.0,body mortarboard wear,"['body', 'mortarboard', 'wear']",3,3,1.0
What was J.F.K. 's wife 's name ?,3,"['what', 'was', 'j', 'f', 'k', 's', 'wife', 's', 'name']",9,8,0.8888888888888888,jfk wife,"['jfk', 'wife']",2,2,1.0
What does I.V. stand for ?,2,"['what', 'does', 'i', 'v', 'stand', 'for']",6,6,1.0,stand,['stand'],1,1,1.0
What is the chunnel ?,0,"['what', 'is', 'the', 'chunnel']",4,4,1.0,chunnel,['chunnel'],1,1,1.0
Where is Hitler buried ?,4,"['where', 'is', 'hitler', 'buried']",4,4,1.0,hitler bury,"['hitler', 'bury']",2,2,1.0
What are antacids ?,0,"['what', 'are', 'antacids']",3,3,1.0,antacid,['antacid'],1,1,1.0
What is pulmonary fibrosis ?,0,"['what', 'is', 'pulmonary', 'fibrosis']",4,4,1.0,pulmonary fibrosis,"['pulmonary', 'fibrosis']",2,2,1.0
What are Quaaludes ?,0,"['what', 'are', 'quaaludes']",3,3,1.0,quaalude,['quaalude'],1,1,1.0
What is naproxen ?,0,"['what', 'is', 'naproxen']",3,3,1.0,naproxen,['naproxen'],1,1,1.0
What is strep throat ?,0,"['what', 'is', 'strep', 'throat']",4,4,1.0,strep throat,"['strep', 'throat']",2,2,1.0
What is the largest city in the U.S. ?,4,"['what', 'is', 'the', 'largest', 'city', 'in', 'the', 'u', 's']",9,8,0.8888888888888888,large city,"['large', 'city']",2,2,1.0
What is foot and mouth disease ?,1,"['what', 'is', 'foot', 'and', 'mouth', 'disease']",6,6,1.0,foot mouth disease,"['foot', 'mouth', 'disease']",3,3,1.0
What is the life expectancy of a dollar bill ?,5,"['what', 'is', 'the', 'life', 'expectancy', 'of', 'a', 'dollar', 'bill']",9,9,1.0,life expectancy dollar bill,"['life', 'expectancy', 'dollar', 'bill']",4,4,1.0
What do you call a professional map drawer ?,1,"['what', 'do', 'you', 'call', 'a', 'professional', 'map', 'drawer']",8,8,1.0,professional map drawer,"['professional', 'map', 'drawer']",3,3,1.0
What are Aborigines ?,0,"['what', 'are', 'aborigines']",3,3,1.0,aborigine,['aborigine'],1,1,1.0
What is hybridization ?,0,"['what', 'is', 'hybridization']",3,3,1.0,hybridization,['hybridization'],1,1,1.0
What color is indigo ?,1,"['what', 'color', 'is', 'indigo']",4,4,1.0,color indigo,"['color', 'indigo']",2,2,1.0
How old do you have to be in order to rent a car in Italy ?,5,"['how', 'old', 'do', 'you', 'have', 'to', 'be', 'in', 'order', 'to', 'rent', 'a', 'car', 'in', 'italy']",15,13,0.8666666666666667,old order rent car italy,"['old', 'order', 'rent', 'car', 'italy']",5,5,1.0
What does a barometer measure ?,1,"['what', 'does', 'a', 'barometer', 'measure']",5,5,1.0,barometer measure,"['barometer', 'measure']",2,2,1.0
What color is a giraffe 's tongue ?,1,"['what', 'color', 'is', 'a', 'giraffe', 's', 'tongue']",7,7,1.0,color giraffe tongue,"['color', 'giraffe', 'tongue']",3,3,1.0
What does USPS stand for ?,2,"['what', 'does', 'usps', 'stand', 'for']",5,5,1.0,usps stand,"['usps', 'stand']",2,2,1.0
What year did the NFL go on strike ?,5,"['what', 'year', 'did', 'the', 'nfl', 'go', 'on', 'strike']",8,8,1.0,year nfl strike,"['year', 'nfl', 'strike']",3,3,1.0
What is solar wind ?,0,"['what', 'is', 'solar', 'wind']",4,4,1.0,solar wind,"['solar', 'wind']",2,2,1.0
What date did Neil Armstrong land on the moon ?,5,"['what', 'date', 'did', 'neil', 'armstrong', 'land', 'on', 'the', 'moon']",9,9,1.0,date neil armstrong land moon,"['date', 'neil', 'armstrong', 'land', 'moon']",5,5,1.0
When was Hiroshima bombed ?,5,"['when', 'was', 'hiroshima', 'bombed']",4,4,1.0,hiroshima bomb,"['hiroshima', 'bomb']",2,2,1.0
Where is the Savannah River ?,4,"['where', 'is', 'the', 'savannah', 'river']",5,5,1.0,savannah river,"['savannah', 'river']",2,2,1.0
Who was the first woman killed in the Vietnam War ?,3,"['who', 'was', 'the', 'first', 'woman', 'killed', 'in', 'the', 'vietnam', 'war']",10,9,0.9,woman kill vietnam war,"['woman', 'kill', 'vietnam', 'war']",4,4,1.0
What planet has the strongest magnetic field of all the planets ?,4,"['what', 'planet', 'has', 'the', 'strongest', 'magnetic', 'field', 'of', 'all', 'the', 'planets']",11,10,0.9090909090909091,planet strong magnetic field planet,"['planet', 'strong', 'magnetic', 'field', 'planet']",5,4,0.8
Who is the governor of Alaska ?,3,"['who', 'is', 'the', 'governor', 'of', 'alaska']",6,6,1.0,governor alaska,"['governor', 'alaska']",2,2,1.0
What year did Mussolini seize power in Italy ?,5,"['what', 'year', 'did', 'mussolini', 'seize', 'power', 'in', 'italy']",8,8,1.0,year mussolini seize power italy,"['year', 'mussolini', 'seize', 'power', 'italy']",5,5,1.0
What is the capital of Persia ?,4,"['what', 'is', 'the', 'capital', 'of', 'persia']",6,6,1.0,capital persia,"['capital', 'persia']",2,2,1.0
Where is the Eiffel Tower ?,4,"['where', 'is', 'the', 'eiffel', 'tower']",5,5,1.0,eiffel tower,"['eiffel', 'tower']",2,2,1.0
How many hearts does an octopus have ?,5,"['how', 'many', 'hearts', 'does', 'an', 'octopus', 'have']",7,7,1.0,heart octopus,"['heart', 'octopus']",2,2,1.0
What is pneumonia ?,0,"['what', 'is', 'pneumonia']",3,3,1.0,pneumonia,['pneumonia'],1,1,1.0
What is the deepest lake in the US ?,4,"['what', 'is', 'the', 'deepest', 'lake', 'in', 'the', 'us']",8,7,0.875,deep lake,"['deep', 'lake']",2,2,1.0
What is a fuel cell ?,0,"['what', 'is', 'a', 'fuel', 'cell']",5,5,1.0,fuel cell,"['fuel', 'cell']",2,2,1.0
Who was the first U.S. president to appear on TV ?,3,"['who', 'was', 'the', 'first', 'u', 's', 'president', 'to', 'appear', 'on', 'tv']",11,11,1.0,president appear,"['president', 'appear']",2,2,1.0
Where is the Little League Museum ?,4,"['where', 'is', 'the', 'little', 'league', 'museum']",6,6,1.0,little league museum,"['little', 'league', 'museum']",3,3,1.0
What are the two types of twins ?,1,"['what', 'are', 'the', 'two', 'types', 'of', 'twins']",7,7,1.0,type twin,"['type', 'twin']",2,2,1.0
What is the brightest star ?,4,"['what', 'is', 'the', 'brightest', 'star']",5,5,1.0,bright star,"['bright', 'star']",2,2,1.0
What is diabetes ?,0,"['what', 'is', 'diabetes']",3,3,1.0,diabete,['diabete'],1,1,1.0
When was President Kennedy shot ?,5,"['when', 'was', 'president', 'kennedy', 'shot']",5,5,1.0,president kennedy shoot,"['president', 'kennedy', 'shoot']",3,3,1.0
What is TMJ ?,2,"['what', 'is', 'tmj']",3,3,1.0,tmj,['tmj'],1,1,1.0
What color is yak milk ?,1,"['what', 'color', 'is', 'yak', 'milk']",5,5,1.0,color yak milk,"['color', 'yak', 'milk']",3,3,1.0
What date was Dwight D. Eisenhower born ?,5,"['what', 'date', 'was', 'dwight', 'd', 'eisenhower', 'born']",7,7,1.0,date dwight eisenhower bear,"['date', 'dwight', 'eisenhower', 'bear']",4,4,1.0
What does the technical term ISDN mean ?,2,"['what', 'does', 'the', 'technical', 'term', 'isdn', 'mean']",7,7,1.0,technical term isdn mean,"['technical', 'term', 'isdn', 'mean']",4,4,1.0
Why is the sun yellow ?,0,"['why', 'is', 'the', 'sun', 'yellow']",5,5,1.0,sun yellow,"['sun', 'yellow']",2,2,1.0
What is the conversion rate between dollars and pounds ?,5,"['what', 'is', 'the', 'conversion', 'rate', 'between', 'dollars', 'and', 'pounds']",9,9,1.0,conversion rate dollar pound,"['conversion', 'rate', 'dollar', 'pound']",4,4,1.0
When was Abraham Lincoln born ?,5,"['when', 'was', 'abraham', 'lincoln', 'born']",5,5,1.0,abraham lincoln bear,"['abraham', 'lincoln', 'bear']",3,3,1.0
What is the Milky Way ?,0,"['what', 'is', 'the', 'milky', 'way']",5,5,1.0,milky way,"['milky', 'way']",2,2,1.0
What is mold ?,0,"['what', 'is', 'mold']",3,3,1.0,mold,['mold'],1,1,1.0
What year was Mozart born ?,5,"['what', 'year', 'was', 'mozart', 'born']",5,5,1.0,year mozart bear,"['year', 'mozart', 'bear']",3,3,1.0
What is a group of frogs called ?,1,"['what', 'is', 'a', 'group', 'of', 'frogs', 'called']",7,7,1.0,group frog call,"['group', 'frog', 'call']",3,3,1.0
What is the name of William Penn 's ship ?,1,"['what', 'is', 'the', 'name', 'of', 'william', 'penn', 's', 'ship']",9,9,1.0,william penn ship,"['william', 'penn', 'ship']",3,3,1.0
What is the melting point of gold ?,5,"['what', 'is', 'the', 'melting', 'point', 'of', 'gold']",7,7,1.0,melt point gold,"['melt', 'point', 'gold']",3,3,1.0
What is the street address of the White House ?,4,"['what', 'is', 'the', 'street', 'address', 'of', 'the', 'white', 'house']",9,8,0.8888888888888888,street address white house,"['street', 'address', 'white', 'house']",4,4,1.0
What is semolina ?,0,"['what', 'is', 'semolina']",3,3,1.0,semolina,['semolina'],1,1,1.0
What fruit is Melba sauce made from ?,1,"['what', 'fruit', 'is', 'melba', 'sauce', 'made', 'from']",7,7,1.0,fruit melba sauce,"['fruit', 'melba', 'sauce']",3,3,1.0
What is Ursa Major ?,0,"['what', 'is', 'ursa', 'major']",4,4,1.0,ursa major,"['ursa', 'major']",2,2,1.0
What is the percentage of water content in the human body ?,5,"['what', 'is', 'the', 'percentage', 'of', 'water', 'content', 'in', 'the', 'human', 'body']",11,10,0.9090909090909091,percentage water content human body,"['percentage', 'water', 'content', 'human', 'body']",5,5,1.0
How much does water weigh ?,5,"['how', 'much', 'does', 'water', 'weigh']",5,5,1.0,water weigh,"['water', 'weigh']",2,2,1.0
What was President Lyndon Johnson 's reform program called ?,1,"['what', 'was', 'president', 'lyndon', 'johnson', 's', 'reform', 'program', 'called']",9,9,1.0,president lyndon johnson reform program call,"['president', 'lyndon', 'johnson', 'reform', 'program', 'call']",6,6,1.0
"What is the murder rate in Windsor , Ontario ?",5,"['what', 'is', 'the', 'murder', 'rate', 'in', 'windsor', 'ontario']",8,8,1.0,murder rate windsor ontario,"['murder', 'rate', 'windsor', 'ontario']",4,4,1.0
Who is the only president to serve 2 non-consecutive terms ?,3,"['who', 'is', 'the', 'only', 'president', 'to', 'serve', '2', 'non', 'consecutive', 'terms']",11,11,1.0,president serve nonconsecutive term,"['president', 'serve', 'nonconsecutive', 'term']",4,4,1.0
What is the population of Australia ?,5,"['what', 'is', 'the', 'population', 'of', 'australia']",6,6,1.0,population australia,"['population', 'australia']",2,2,1.0
Who painted the ceiling of the Sistine Chapel ?,3,"['who', 'painted', 'the', 'ceiling', 'of', 'the', 'sistine', 'chapel']",8,7,0.875,paint ceiling sistine chapel,"['paint', 'ceiling', 'sistine', 'chapel']",4,4,1.0
Name a stimulant .,1,"['name', 'a', 'stimulant']",3,3,1.0,stimulant,['stimulant'],1,1,1.0
What is the effect of volcanoes on the climate ?,0,"['what', 'is', 'the', 'effect', 'of', 'volcanoes', 'on', 'the', 'climate']",9,8,0.8888888888888888,effect volcano climate,"['effect', 'volcano', 'climate']",3,3,1.0
What year did the Andy Griffith show begin ?,5,"['what', 'year', 'did', 'the', 'andy', 'griffith', 'show', 'begin']",8,8,1.0,year andy griffith begin,"['year', 'andy', 'griffith', 'begin']",4,4,1.0
What is acid rain ?,0,"['what', 'is', 'acid', 'rain']",4,4,1.0,acid rain,"['acid', 'rain']",2,2,1.0
What is the date of Mexico 's independence ?,5,"['what', 'is', 'the', 'date', 'of', 'mexico', 's', 'independence']",8,8,1.0,date mexico independence,"['date', 'mexico', 'independence']",3,3,1.0
What is the location of Lake Champlain ?,4,"['what', 'is', 'the', 'location', 'of', 'lake', 'champlain']",7,7,1.0,location lake champlain,"['location', 'lake', 'champlain']",3,3,1.0
What is the Illinois state flower ?,1,"['what', 'is', 'the', 'illinois', 'state', 'flower']",6,6,1.0,illinois state flower,"['illinois', 'state', 'flower']",3,3,1.0
What is Maryland 's state bird ?,1,"['what', 'is', 'maryland', 's', 'state', 'bird']",6,6,1.0,maryland state bird,"['maryland', 'state', 'bird']",3,3,1.0
What is quicksilver ?,0,"['what', 'is', 'quicksilver']",3,3,1.0,quicksilver,['quicksilver'],1,1,1.0
Who wrote `` The Divine Comedy '' ?,3,"['who', 'wrote', 'the', 'divine', 'comedy']",5,5,1.0,write divine comedy,"['write', 'divine', 'comedy']",3,3,1.0
What is the speed of light ?,5,"['what', 'is', 'the', 'speed', 'of', 'light']",6,6,1.0,speed light,"['speed', 'light']",2,2,1.0
What is the width of a football field ?,5,"['what', 'is', 'the', 'width', 'of', 'a', 'football', 'field']",8,8,1.0,width football field,"['width', 'football', 'field']",3,3,1.0
Why in tennis are zero points called love ?,0,"['why', 'in', 'tennis', 'are', 'zero', 'points', 'called', 'love']",8,8,1.0,tennis zero point call love,"['tennis', 'zero', 'point', 'call', 'love']",5,5,1.0
