Label,Message,Word_count,Message_clean,Word_count_clean
ham,I will be gentle princess! We will make sweet gentle love...,11,gentle princess sweet gentle love,5
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,24,doin baby girl hope okay time ure phone miss touch,10
ham,"Sorry, went to bed early, nightnight",6,sorry go bed early nightnight,5
ham,I like to think there's always the possibility of being in a pub later.,14,like think possibility pub later,5
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),17,hmm yeah groove look forward pound special,7
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,34,get video tape pple type message lor free wan help hee cos noe wan watch infernal affair ask ask shuhui oso,21
ham,Hi dude hw r u da realy mising u today,10,dude realy mising today,4
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,18,hungry buy food good lei mum yun buy little bit,10
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,22,refuse loan secure unsecured credit free text help,8
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,20,probably eat today think gon pop weekend miss,8
ham,I knew it... U slept v late yest? Wake up so late...,12,knew sleep late y wake late,6
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,16,haha angry practice real thing,5
ham,Where is that one day training:-),6,day training,2
ham,So i could kiss and feel you next to me...,10,kiss feel,2
ham,Have a nice day my dear.,6,nice day dear,3
ham,I sent lanre fakeye's Eckankar details to the mail box,10,send lanre fakeye mail box,5
ham,Your dad is back in ph?,6,dad,1
spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",23,specially select receive award line close cost tcs apply promo,10
ham,If you ask her or she say any please message.,10,ask message,2
ham,"If e timing can, then i go w u lor...",10,timing lor,2
ham,Love you aathi..love u lot..,5,love aathilove lot,3
ham,I was just callin to say hi. Take care bruv!,10,care bruv,2
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,25,won value vodafone customer computer pick win prize collect easy,10
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,15,turn set,2
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,39,thank message appreciate sacrifice sure process direct pay find way test tomorrow class wonderful day,15
ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place ",26,trouble class dodgey expect tomo recovery time place,8
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,24,free video camera phone half price line rental mth cross min txts,12
ham,WOT U UP 2 J?,5,wot,1
ham,"Night night, see you tomorrow",5,night night tomorrow,3
ham,Roger that. We‘re probably going to rem in about 20,10,we‘re probably go rem,4
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,18,think girl propose today seing bloody funky shit fucking faceassholee,10
ham,I wish u were here. I feel so alone,9,wish feel,2
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,29,great new offer double min double txt good orange tariff late camera phone free free tcs,16
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,19,reason team budget available buy unsold player base rate,9
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,14,rebel sweet dreamz little buddy need bloke,7
spam,ringtoneking 84484,2,ringtoneke,1
ham,Huh i cant thk of more oredi how many pages do we have?,13,huh thk oredi page,4
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,15,fren lor wif mum sis lor,6
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,14,nationwide auto centre like newport road like,7
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",24,hey miss night phone charge smile meet friend shortly,9
ham,"Whatever, juliana. Do whatever you want.",6,want,1
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",30,friendship game play word start march end tomorrow yesterday today,10
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,12,ringtone club new polys direct mobile week,7
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",22,hello sort town rush home eat nachos let know eta,10
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,30,lor thk ticket cos like late wan look fren darren wif,11
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,22,bank granite issue strongbuy explosive pick member nasdaq symbol cdgt,10
ham,I am on the way to ur home,8,way home,2
ham,"Dizzamn, aight I'll ask my suitemates when I get back",10,aight ask suitemate,3
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",12,nimbomson yep phone know obviously cos real word,8
ham,I love to cuddle! I want to hold you in my strong arms right now...,15,love cuddle want hold strong arm right,7
ham,R u in this continent?,5,continent,1
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,12,pay like ltgt yrs difficult,5
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,13,bored housewife chat date btnational rate landline,7
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,28,try reply sm video mobile min unlimited text free camcorder reply del thur,13
ham,K...k...when will you give treat?,5,kkwhen treat,2
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",30,time try contact prize claim easy minute btnationalrate,8
ham,He's just gonna worry for nothing. And he won't give you money its no use.,15,worry money use,3
ham,Did you get any gift? This year i didnt get anything. So bad,13,gift year bad,3
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,25,beneath pale moon light think dream come true goodnite amp sweet dream,12
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,41,pattern emerge friend tell drive come smoke tell weed fiendmake smoke muchimpede thing hesitant,14
ham,", ow u dey.i paid 60,400thousad.i told  u would call . ",11,pay tell,2
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,25,fine babe tho see scary movie yest funny want afternoon town mall sumthinxx,13
ham,I'm reaching home in 5 min.,6,reach home min,3
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",34,forget work today wanna chat thing drop text free bored etc ring hope nose essay,15
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,21,walk tram cousin say walk vic market hotel,8
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",30,currently tour text cost std text,6
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,24,customer service representative freephone guarantee cash prize,7
ham,Discussed with your mother ah?,5,discuss mother,2
ham,Ok.,1,,0
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty",11,sorry text amp drive coherently,5
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,12,receive week triple echo ringtone shortly enjoy,7
ham,In which place i can get rooms cheap:-),8,place room cheap,3
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,20,eek lot time especially american pie like minute long stop singe,11
ham,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI,7,agocusoon honi,2
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",29,select stay british hotel holiday value dial claim national rate,10
ham,University of southern california.,4,university southern,2
ham,We have to pick rayan macleran there.,7,pick,1
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,20,lor shopping get stuff wan watch infernal affair come lar,10
ham,Well. Balls. Time to make calls,6,ball time call,3
ham,Wat time ü wan today?,5,wat time wan today,4
ham, &lt;#&gt;  in mca. But not conform.,6,ltgt conform,2
ham,Oh ok.. Wat's ur email?,5,wat email,2
ham,"Yes, princess. Are you going to make me moan?",9,yes princess go moan,4
ham,Lol its ok I didn't remember til last nite,9,lol remember til nite,4
ham,"[…] anyway, many good evenings to u! s",8,good evening,2
ham,"Cool, I'll text you in a few",7,cool text,2
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",14,olave mandara movie kano trishul theatre wit frnd,8
ham,I'm very happy for you babe ! Woo hoo party on dude!,12,happy babe woo hoo party dude,6
ham,I am taking you for italian food. How about a pretty dress with no panties? :),16,take italian food pretty dress pantie,6
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,14,wot thout gon txt bak luv,6
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,28,choose receive award pls claim number collect award select receive value mobile customer,13
ham,How are you holding up?,5,hold,1
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,16,flatter tell man pint carlin minute,6
ham,Hope you are not scared!,5,hope scare,2
ham,I cant pick the phone right now. Pls send a message,11,pick phone right pls send message,6
ham,I'm at home n ready...,5,home ready,2
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,24,customer service representative freephone guarantee cash prize,7
ham,What time do u get out?,6,time,1
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,13,literally bed like ltgt hour,5
ham,"Yes, my reg is  Ciao!",5,yes reg ciao,3
ham,If You mean the website. Yes.,6,mean website yes,3
spam,Win a £1000 cash prize or a prize worth £5000,10,win cash prize prize worth,5
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",23,thank ringtone order reference number mobile charge tone arrive customer service,11
ham,Lol or I could just starve and lose a pound by the end of the day.,16,lol starve lose pound end day,6
ham,Yeah that's the impression I got,6,yeah impression get,3
ham,Ok ok take care. I can understand.,7,care understand,2
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",26,motivate darkness shine light wait find good friend trust love bslvyl,11
ham,"Ya ok, then had dinner?",5,dinner,1
ham,I was slept that time.you there?,6,sleep timeyou,2
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,16,plan nxt wknd coz want come,6
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,32,school starting stay weather like food social support system like friend school thing important,14
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",49,heltiniiyo share thing wit meso far tell body utter word abt trusting tell plz nxt time use word meok chikkub,20
ham,Noice. Text me when you're here,6,noice text,2
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,12,yijue meeting esaplanade tonight,4
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,29,high street prize know new duchess cornwall txt stop,9
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",24,week member offer accessible detail savamob pobox savamob offer mobile,10
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",29,aight set free think text blake address occur sure thought,10
ham,Hi dear we saw dear. We both are happy. Where you my battery is low,15,dear see dear happy battery low,6
ham,How are you. Its been ages. How's abj,8,age abj,2
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,22,prof pass paper sem congrats student prof gud mrng,9
ham,Dont kick coco when he's down,6,,0
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,18,fyi gon sporadically start like ltgt doin shit,8
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",26,contact date service know find mobile landline,7
spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,21,tbspersolvo chasing sept definitely pay thank information ignore kath manchester,10
ham,Hope youre not having too much fun without me!! see u tomorrow love jess x,15,hope fun tomorrow love jess,5
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,20,disturb know avoid burden,4
ham,I've reached home n i bathe liao... U can call me now...,12,reach home bathe liao,4
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,16,loan purpose bad credit tenant welcome noworriesloanscom,7
ham,Was the actual exam harder than NBME,7,actual exam hard nbme,4
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,17,lot sickness thing go round easy hope feel well soon lol,11
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",19,pick flower dippeditinadew lovingly touch itwhichturnedinto gifted tomeandsaidthis friend,9
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,25,free goal news mobile txt club villa,7
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,20,hey sathya till dint meet single time see situation sathya,10
ham,Gam gone after outstanding innings.,5,gam go outstanding innings,4
ham,O i played smash bros  &lt;#&gt;  religiously.,7,play smash bros ltgt religiously,5
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",56,sir good morning hope good weekend call let know able raise ltgt dad say rest available mid feb short hope help good day abiola,24
ham,Hurry home. Soup is DONE!,5,hurry home soup,3
ham,No no. I will check all rooms befor activities,9,check room befor activity,4
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",32,good afternoon love good word smart slave smile drink coffee await,11
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,16,bit well eat smth feel guilty,6
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",29,ringtone time chart hero free hit week ringtone pic wap stop receive tip reply stop,15
ham,Lemme know when you're here,5,,0
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,21,private account statement show unredeemed point identifi code expire,9
ham,He needs to stop going to bed and make with the fucking dealing,13,need stop go bed fucking deal,6
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",31,love brother time talk english grin hey muhommad penny say,10
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,27,try reply sm video mobile min unlimited text free camcorder reply,11
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",35,hey pls want nice shirt hubby nice fit one budget ltgt help pls load card abi hwkeep post luv,19
ham,I remain unconvinced that this isn't an elaborate test of my willpower,12,remain unconvinced elaborate test willpower,5
ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",29,life wen life real value people wil realize absence gud mrng,11
ham,how are you? I miss you!,6,miss,1
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,16,answerin phone actually pretty reasonable hour sleepy,7
ham,"Hey , is * rite u put »10 evey mnth is that all?",13,hey rite evey mnth,4
ham,i am going to bed now prin,7,go bed prin,3
ham,I think just yourself …Thanks and see you tomo,9,think thank tomo,3
ham,If u dun drive then how i go 2 sch.,10,,0
ham,I not at home now lei...,6,home lei,2
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,26,gsoh good spam ladiesu male gigolo join uks fast grow reply oncall mjzgroup reply stop,15
ham,Ok then i will come to ur home after half an hour,12,come home half hour,4
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,24,secret admirer look contact ufind rreveal think specialcall,8
ham,Do u hav any frnd by name ashwini in ur college?,11,,0
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,19,jus finish lunch way home lor tot dun wan stay sch today,12
ham,K then 2marrow are you coming to class.,8,come class,2
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",24,hot live fantasy box croydon national rate,7
ham,Pls send me your address sir.,6,pls send address sir,4
ham,I want to lick your pussy now...,7,want lick pussy,3
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",14,gon stock tomorrowtoday try dubsack,5
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,21,urgent mobile number award prize guarantee landline claim valid,9
ham,"I'll see, but prolly yeah",5,prolly yeah,2
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,12,thought dinner treat,3
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,37,stand away heart ache wonder crave,6
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,42,sorry hear book kinda look skinny white girl lineyou camera like cast look,13
ham,What you doing?how are you?,5,doinghow,1
ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",18,sure thing big man hockey election shouldn‘t long hour,9
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,20,watch lor see swatch thk ard need opinion leh,9
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),23,hiya like hlday pic look horrible take camp amrca thing speak soon serena,13
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",28,babe go day miss love love kiss hope go,9
ham,Yunny... I'm goin to be late,6,yunny goin late,3
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,32,prescribe morphine cause pain med wait mom bring med kick fast gon try later,14
ham,"Cool, want me to go to kappa or should I meet you outside mu",14,cool want kappa meet outside,5
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",32,hey sexy bun tell adore loverboy hope remember thank sister law meatball grin love babe,15
ham,May b approve panalam...but it should have more posts..,9,approve panalambut post,3
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",24,spjanuary male sale hot gay chat cheap national rate cheap peak stop text,13
ham,"Sorry, I'll call later",4,sorry later,2
ham,I dont thnk its a wrong calling between us,9,thnk wrong calling,3
ham,Me i'm not workin. Once i get job...,8,workin job,2
ham,And by when you're done I mean now,8,mean,1
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",32,luck love fortune love love miracle love person love gud nyt,11
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,36,baby get work want allday hope piss phone today,9
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,30,freemsg today day ready horny live town love sex fun games netcollex ltd msg reply stop end,17
ham,Is it your yahoo boys that bring in the perf? Or legal.,12,boy bring perf legal,4
ham,No need to say anything to me. I know i am an outsider,13,need know outsider,3
ham,have you ever had one foot before?,7,foot,1
ham,Just got to  &lt;#&gt;,4,get ltgt,2
ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",19,good don‘t need receipt yes tell what‘s number ring,9
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",32,green quote tell love vry fails express gud nyt,9
ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,19,leave wif lar wan carry meh heavy num familiar,9
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),27,beautiful truth expression face see depression heart understand love one gud,11
ham,Infact happy new year. How are you where are you when are we seeing,14,infact happy new year see,5
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",30,simpson movie release july band die start film agreen day bblue day cre day send,15
ham,That's a shame! Maybe cld meet for few hrs tomo?,10,shame maybe cld meet hrs tomo,6
ham,Lol I would but despite these cramps I like being a girl.,12,lol despite cramp like girl,5
ham,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,32,cant wait cornwall hope tonight bad its rock night shite im go kip good night speak soon,17
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,27,pls help tell sura expect battery hont pls send message download movie thank,13
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,28,amanda regard renewing upgrading current tmobile handset free charge offer end today tel subject,14
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",37,find way app phone net cafe job gee need babe crave,11
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,19,work sit leh book liao day free,7
ham,Ü comin to fetch us oredi...,6,comin fetch oredi,3
ham,What's nannys address?,3,nanny address,2
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",23,urgent costa del sol holiday await collection toclaim sae stockport,10
ham,Haf u eaten? Wat time u wan me 2 come?,10,haf eat wat time wan come,6
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,26,want new video phone anytime network min half price line rental free text month reply free delivery,17
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",21,chance friend want ask big order,6
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,16,single single answer fighting plus say break reply,8
ham,It certainly puts things into perspective when something like this happens,11,certainly put thing perspective like happen,6
ham,Now got tv 2 watch meh? U no work today?,10,get watch meh work today,5
ham,i felt so...not any conveying reason.. Ese he... What about me?,11,feel sonot convey reason ese,5
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,29,mobile month entitle update late colour mobile camera free mobile update free,12
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,21,going get exciting karaoke type activity plan debate play football eve feel lazy,13
ham,I told that am coming on wednesday.,7,tell come wednesday,3
ham,"Its ok, called mom instead have fun",7,call mom instead fun,4
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",17,dear voucher holder claim week offer tsc apply,8
ham,Well if I'm that desperate I'll just call armand again,10,desperate armand,2
ham,Are you at work right now ?,7,work right,2
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,26,congrats video camera phone call cost ave vary mobile close post ldn,12
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,20,hear answer text guess flaked say fantastic,7
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",32,love wait year begin second take close happy new year love,11
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,23,pls joke school cos fee university actually ltgt pls holla,10
ham,"Sorry, I'll call later",4,sorry later,2
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,15,say get wisdom tooth hide inside mayb need remove,9
ham,And pls pls drink plenty plenty water,7,,0
ham,How are you doing. How's the queen. Are you going for the royal wedding,14,queen go royal wedding,4
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,16,lag sad touch thank skype,5
ham,Ok lor then we go tog lor...,7,,0
ham,Two teams waiting for some players,6,team wait player,3
ham,Can ü send me a copy of da report?,9,send copy report,3
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",13,swhrt deyhope tot misstake care,5
ham,"Ok da, i already planned. I wil pick you.",9,plan wil pick,3
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",23,urgent abta complimentary spanish holiday cash await collection sae tcs box,11
ham,"Sorry, I'll call later in meeting",6,sorry later meeting,3
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,17,need shit tomorrow know awake like,6
ham,I'm good. Have you registered to vote?,7,good register vote,3
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",14,hmm stay like hour cos eye sore,7
ham,Dear got bus directly to calicut,6,dear get bus directly calicut,5
ham,Mm umma ask vava also to come tell him can play later together,13,umma ask come tell play later,6
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",14,general price ltgt let know ifwhenhow want,7
ham,"Sorry, I'll call later",4,sorry later,2
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",22,moment dayhas valuemorning bring hopeafternoon bring faithevening bring luvnight bring restwish find todaygood morning,14
ham,&lt;#&gt;  w jetton ave if you forgot,7,ave forgot,2
ham,Ok i'm coming home now.,5,come home,2
ham,Can not use foreign stamps in this country.,8,use foreign stamp country,4
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",22,double mins txts free bluetooth orange available nokia motorola phone,10
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",21,sorry lot friendofafriend stuff talk actual guy want buy,9
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,29,free week tone mob week txt nokia txte tell mate pobox,11
